appid,name,developer,release_date,genre,genre_code,price,total_reviews,positive_ratio,avg_playtime_mins,peak_players,metacritic_score,developer_bio,platforms
100212,Stellar Frontier Origins,RedKite,16/10/2023,Action,1,38.3045,530,57.39,1554,142,76.1,Our mission: games that matter.,1
100213,Stellar Cipher Reborn,RedKite,27/01/2024,Strategy,3,45.5792,246,52.94,710,205,NA,"Small team, big dreams. Making games since 2015.",2
100214,Stellar Cipher,Neon Arc,09/04/2020,Action,1,45.3333,1342,89.3,379,91,57.1,Our mission: games that matter.,3
100215,Solar Requiem II,CrystalDawn,19/05/2022,RPG,2,0,322,77.38,676,334,NA,We make games that push boundaries.,1
100216,Dark Horizon,IronGate Studios,11/10/2021,Simulation,4,46.5137,0,72.74,367,313,94.5,We make games that push boundaries.,1
100217,Lunar Solstice,RedKite,06/02/2019,Puzzle,5,31.046,311,86.14,807,316,74.3,Creating unique worlds one pixel at a time.,2
100218,Lost Chronicles,RedKite,01/10/2022,Action,1,0,767,58.8,1082,344,60.5,NA,3
100219,Dire Fortress Reborn,CrystalDawn,17/07/2019,Simulation,4,48.3366,424,90.03,353,237,NA,We make games that push boundaries.,2
100220,Silent Legacy,RedKite,12/01/2022,Action,1,44.5037,468,68.94,270,556,88.6,"Small team, big dreams. Making games since 2015.",3
100221,Solar Covenant,Neon Arc,08/05/2018,Action,1,37.8154,265,51.17,1146,249,60,"Small team, big dreams. Making games since 2015.",3
100222,Savage Legends,SilverLeaf,23/02/2018,RPG,2,65.2871,455,72.77,738,109,52,Award-winning indie studio based in Melbourne.,3
100223,Dire Genesis,ThunderByte,30/10/2019,Simulation,4,54.1488,824,85.94,524,275,94.9,Our mission: games that matter.,3
100224,Dire Protocol Redux,Moonlight Games,29/04/2024,Puzzle,5,57.8409,1185,97.52,977,100,85.9,Building the future of interactive entertainment.,3
100225,Rising Oblivion (11),PixelForge,16/07/2021,Action,1,0,256,59.88,350,172,93.8,NA,2
100226,Golden Cipher Reborn,ThunderByte,18/06/2024,Action,1,31.2131,151,86.02,510,336,80.9,Our mission: games that matter.,3
100227,Savage Protocol Reborn,Moonlight Games,12/03/2018,RPG,2,59.2276,560,68.5,874,131,93.7,We make games that push boundaries.,3
100228,Swift Dynasty III,RedKite,31/01/2018,Action,1,33.4774,363,86.06,296,247,NA,Our mission: games that matter.,1
100229,Noble Ascension (12),PixelForge,27/04/2024,Simulation,4,45.2143,0,91.82,337,345,66.7,NA,2
100230,Silent Harbinger,SilverLeaf,22/05/2023,Action,1,0,222,85.39,324,189,89.6,Building the future of interactive entertainment.,2
100231,Hidden Realm Redux,PixelForge,17/04/2018,Strategy,3,55.1767,704,92.1,734,247,40.2,NA,1
100232,Noble Legends II,IronGate Studios,04/11/2021,Puzzle,5,49.4619,589,58.44,335,142,NA,Creating unique worlds one pixel at a time.,3
100233,Shattered Protocol,IronGate Studios,21/11/2019,Action,1,42.4121,321,67.38,554,213,NA,NA,1
100234,Crimson Legends II,RedKite,27/06/2018,Action,1,36.6691,363,83.6,69,193,93.7,Our mission: games that matter.,1
100235,Rogue Chronicles Redux,PixelForge,25/04/2019,Action,1,43.729,899,53.41,407,499,63,Creating unique worlds one pixel at a time.,1
100236,Silent Covenant II,Neon Arc,17/08/2022,Action,1,0,0,68.43,326,75,NA,Veterans from AAA studios going indie.,1
100237,Burning Nexus (13),SilverLeaf,18/01/2020,Action,1,35.9467,335,81.7,667,345,46.4,Veterans from AAA studios going indie.,1
100238,Twisted Catalyst Redux,PixelForge,11/10/2024,Simulation,4,51.4408,1007,71.2,420,285,51.7,NA,1
100239,Lost Nexus III,Moonlight Games,27/07/2023,Action,1,0,1117,52.55,470,151,NA,Our mission: games that matter.,2
100240,Shadow Frontier,PixelForge,06/10/2020,Action,1,33.8972,0,88.67,727,469,90.4,Focused on player agency and emergent gameplay.,2
100241,Storm Oblivion,ThunderByte,26/02/2023,Strategy,3,40.7691,594,55.62,1460,160,41.2,Three friends who quit their jobs to make games.,2
100242,Cursed Sanctum Origins,IronGate Studios,17/02/2024,Action,1,29.5142,265,79.89,866,429,70.6,Three friends who quit their jobs to make games.,1
100243,Lone Genesis,CrystalDawn,25/02/2018,RPG,2,42.0072,419,82.47,249,142,46.5,Our mission: games that matter.,1
100244,Ethereal Exodus Origins,IronGate Studios,18/08/2023,Strategy,3,55.4452,299,61.72,859,254,97.7,Veterans from AAA studios going indie.,2
100245,Stellar Vanguard Reborn,CrystalDawn,31/03/2019,Strategy,3,0,221,83.8,308,571,43.5,Award-winning indie studio based in Melbourne.,1
100246,Steel Architect Redux,IronGate Studios,11/09/2020,RPG,2,50.9643,474,52.07,968,156,NA,Building the future of interactive entertainment.,1
100247,Ethereal Inferno,PixelForge,13/12/2022,Puzzle,5,43.0181,736,71.32,855,334,73.9,Creating unique worlds one pixel at a time.,1
100248,Infinite Genesis,moonlight games,22/12/2022,Action,1,49.0852,546,93.26,1050,141,NA,"Small team, big dreams. Making games since 2015.",1
100249,Shattered Nexus Origins,Neon Arc,02/11/2022,Strategy,3,53.4949,680,55.71,476,134,NA,Veterans from AAA studios going indie.,1
100250,Hollow Horizon Redux,SilverLeaf,19/01/2020,Action,1,36.9283,576,97.3,670,261,NA,Focused on player agency and emergent gameplay.,2
100251,Twisted Crusade II,ThunderByte,16/09/2023,Puzzle,5,45.3845,515,53.8,481,192,97.8,Focused on player agency and emergent gameplay.,1
100252,Phantom Eclipse,PixelForge,09/01/2022,Action,1,44.5623,346,93.4,1022,646,49.4,Building the future of interactive entertainment.,1
100253,Storm Labyrinth,ThunderByte,13/10/2023,RPG,2,51.0263,663,79.41,466,167,70.8,"Small team, big dreams. Making games since 2015.",2
100254,Forsaken Vanguard,CrystalDawn,08/11/2024,Action,1,41.054,287,86.6,323,148,NA,Award-winning indie studio based in Melbourne.,2
100255,Silent Dominion III,ThunderByte,10/02/2024,Puzzle,5,35.0942,685,80.1,478,255,77.7,NA,2
100256,Lost Dynasty,PixelForge,02/12/2020,Strategy,3,48.4943,515,51.83,318,175,69.1,"Small team, big dreams. Making games since 2015.",1
100257,Hidden Legacy,Neon Arc,01/09/2020,Action,1,57.4617,603,98.91,1050,620,51.6,NA,1
100258,Shattered Dynasty III,Neon Arc,17/04/2019,Simulation,4,42.3253,565,68.06,950,140,NA,Our mission: games that matter.,1
100259,Crystal Siege III,Neon Arc,09/08/2020,RPG,2,0,472,81.04,862,202,85.7,NA,1
100260,Frozen Remnants,moonlight games,15/12/2021,Puzzle,5,28.7072,398,64.19,810,509,74,Veterans from AAA studios going indie.,1
100261,Twisted Horizon III,SilverLeaf,29/05/2020,Action,1,34.7946,0,90.54,1271,185,NA,NA,1
100262,Noble Tempest III,PixelForge,27/07/2021,RPG,2,0,0,82.56,828,326,NA,Creating unique worlds one pixel at a time.,2
100263,Lunar Eclipse Reborn,irongate studios,27/06/2021,RPG,2,42.2306,331,51.25,596,336,NA,Creating unique worlds one pixel at a time.,1
100264,Wild Genesis,CrystalDawn,29/11/2024,Strategy,3,55.4767,397,86.48,530,267,62.4,Three friends who quit their jobs to make games.,3
100265,Hidden Eclipse,Moonlight Games,28/07/2019,Action,1,46.3965,0,80.87,857,282,88.7,Creating unique worlds one pixel at a time.,2
100266,Burning Eclipse,RedKite,02/03/2024,Puzzle,5,32.1733,592,68.5,358,616,58.8,NA,1
100267,Frozen Wanderer,Moonlight Games,29/10/2019,Action,1,45.5529,806,63.44,1468,326,44.7,Building the future of interactive entertainment.,3
100268,Primal Apex,PixelForge,27/08/2024,Action,1,52.831,924,94.99,288,315,62.9,NA,1
100269,Twisted Genesis,PixelForge,26/12/2020,RPG,2,53.9607,1089,65.85,188,493,43.1,"Small team, big dreams. Making games since 2015.",2
100270,Lunar Nexus,ThunderByte,20/07/2021,Strategy,3,44.6439,407,97.39,595,521,50.5,NA,1
100271,Dark Odyssey Origins,PixelForge,25/03/2019,RPG,2,51.6214,800,51.14,507,312,51.4,Three friends who quit their jobs to make games.,3
100272,Lunar Vanguard,Neon Arc,04/10/2024,Puzzle,5,45.9985,0,73.57,257,159,NA,Creating unique worlds one pixel at a time.,2
100273,Hidden Fortress Origins,Moonlight Games,20/10/2020,RPG,2,65.8901,236,87.65,1351,157,59.6,Three friends who quit their jobs to make games.,1
100274,Ethereal Dominion,RedKite,27/04/2021,Puzzle,5,45.0311,1084,94.41,943,436,59.5,NA,3
100275,Primal Architect III,RedKite,03/12/2022,Action,1,41.4984,954,58.54,1096,386,70.5,Focused on player agency and emergent gameplay.,2
100276,Crimson Genesis III,SilverLeaf,11/02/2021,Strategy,3,42.8315,0,68.07,385,467,44.7,We make games that push boundaries.,2
100277,Hidden Frontier Redux,PixelForge,23/03/2022,Simulation,4,48.45,233,79.97,656,288,47.7,NA,3
100278,Silent Vendetta,RedKite,27/06/2019,RPG,2,49.5889,505,71.61,954,367,87.2,Building the future of interactive entertainment.,2
100279,Noble Chronicles Redux,RedKite,21/05/2022,Action,1,36.067,521,53.67,661,106,91.9,Our mission: games that matter.,2
100280,Twisted Harbinger,Moonlight Games,15/10/2018,Puzzle,5,46.7565,0,88.87,1203,81,46.8,NA,1
100281,Forsaken Eclipse Redux,Moonlight Games,17/02/2021,Action,1,49.3077,374,82.67,1237,442,NA,Building the future of interactive entertainment.,3
100282,Hidden Requiem,SilverLeaf,13/02/2021,Puzzle,5,27.0666,636,53.22,751,251,56.4,Award-winning indie studio based in Melbourne.,2
100283,Grand Solstice (14),IronGate Studios,15/03/2024,Action,1,55.2773,503,83.46,478,238,53.7,Award-winning indie studio based in Melbourne.,3
100284,Lunar Cipher III,PixelForge,09/08/2021,Action,1,35.394,1088,62.78,360,218,87.6,We make games that push boundaries.,3
100285,Lost Sanctum III,Neon Arc,28/07/2019,Simulation,4,53.0619,298,76.97,388,328,NA,Our mission: games that matter.,2
100286,Forsaken Protocol III,IronGate Studios,01/02/2022,Simulation,4,45.9665,653,51.82,371,339,NA,Award-winning indie studio based in Melbourne.,1
100287,Shadow Dominion III,IronGate Studios,12/10/2022,Action,1,55.6487,494,53.65,596,632,NA,Building the future of interactive entertainment.,1
100288,Solar Cipher II,Moonlight Games,06/02/2021,Simulation,4,0,737,90.41,830,74,92.3,Passionate about narrative-driven experiences.,2
100289,Storm Horizon III,Moonlight Games,06/07/2019,Action,1,29.0372,0,60.6,1011,213,NA,Creating unique worlds one pixel at a time.,1
100290,Twisted Ascension,IronGate Studios,14/11/2022,Action,1,45.1822,920,74.15,283,380,92.4,Focused on player agency and emergent gameplay.,3
100291,Wild Eclipse Redux,Neon Arc,18/10/2020,Strategy,3,53.9419,160,93.31,373,323,NA,NA,2
100292,Infinite Vendetta Origins,IronGate Studios,21/03/2021,Action,1,43.7595,0,81.31,253,317,68,"Small team, big dreams. Making games since 2015.",3
100293,Burning Horizon Reborn,IronGate Studios,01/08/2019,Action,1,33.3565,573,51.55,130,471,40.3,Focused on player agency and emergent gameplay.,1
100294,Phantom Labyrinth (15),SilverLeaf,02/09/2019,Action,1,43.3616,0,74.03,793,203,NA,Our mission: games that matter.,1
100295,Hidden Oblivion Reborn,RedKite,30/07/2022,Action,1,45.2166,0,89.12,291,744,60.2,Focused on player agency and emergent gameplay.,1
100296,Burning Labyrinth,SilverLeaf,05/07/2023,RPG,2,56.4235,575,64.99,512,571,66,Building the future of interactive entertainment.,1
100297,Solar Vanguard,SilverLeaf,15/01/2018,Action,1,48.504,1126,71.32,1018,553,52,Three friends who quit their jobs to make games.,1
100298,Noble Revenant Origins,ThunderByte,17/04/2023,Simulation,4,0,419,93.25,573,148,79.7,Passionate about narrative-driven experiences.,1
100299,Golden Remnants Origins,PixelForge,12/05/2020,Simulation,4,48.5932,572,78.47,265,158,NA,Creating unique worlds one pixel at a time.,1
100300,Shattered Fortress,Moonlight Games,25/01/2020,Strategy,3,55.1458,0,71.03,859,338,NA,Our mission: games that matter.,2
100301,Golden Requiem Reborn,ThunderByte,06/03/2019,RPG,2,59.9036,704,58.96,249,192,74.5,Focused on player agency and emergent gameplay.,2
100302,Neon Legends,Neon Arc,30/07/2018,Strategy,3,41.6097,263,78.61,1536,584,57.9,NA,1
100303,Golden Fortress Reborn,RedKite,24/11/2024,Action,1,58.4317,756,91.29,390,633,55.1,NA,2
100304,Hidden Zenith,PixelForge,20/04/2020,Strategy,3,59.0747,415,54.66,1255,275,56.4,NA,3
100305,Lone Exodus Origins,Moonlight Games,04/03/2023,RPG,2,47.5081,759,93.64,1360,488,NA,Our mission: games that matter.,2
100306,Noble Odyssey II,RedKite,08/09/2019,Action,1,0,0,71.1,592,219,46.9,NA,2
100307,Radiant Legacy,SilverLeaf,20/03/2018,Simulation,4,55.3217,619,72.81,762,118,NA,"Small team, big dreams. Making games since 2015.",2
100308,Silent Covenant Reborn,Neon Arc,23/11/2020,RPG,2,44.9004,913,62.95,432,171,54.8,Our mission: games that matter.,1
100309,Golden Inferno,Neon Arc,16/04/2024,Puzzle,5,32.179,683,98.04,249,65,64.7,We make games that push boundaries.,1
100310,Shattered Zenith Origins,ThunderByte,20/08/2021,Simulation,4,62.862,411,56.87,661,415,75.4,Veterans from AAA studios going indie.,1
100311,Burning Solstice,IronGate Studios,16/07/2022,Action,1,55.938,830,78.52,376,420,66.3,Focused on player agency and emergent gameplay.,2
100312,Iron Odyssey,PixelForge,20/09/2018,Strategy,3,37.7193,326,66.58,856,371,80.8,Award-winning indie studio based in Melbourne.,1
100313,Stellar Siege III,Neon Arc,23/06/2024,Action,1,52.936,364,98,519,620,56.8,NA,2
100314,Phantom Sanctum Redux,IronGate Studios,18/06/2021,RPG,2,41.5417,308,64.68,604,447,47.2,Three friends who quit their jobs to make games.,1
100315,Stellar Requiem Origins,Moonlight Games,20/01/2019,Action,1,40.7827,214,68.05,580,163,49.6,Award-winning indie studio based in Melbourne.,2
100316,Rising Covenant III,PixelForge,02/11/2024,Action,1,43.3901,0,68.68,306,256,51.4,NA,1
100317,Burning Nexus Redux,SilverLeaf,19/03/2019,Puzzle,5,45.478,1554,68.82,1462,378,40.8,Three friends who quit their jobs to make games.,2
100318,Burning Architect III,Neon Arc,09/09/2023,Action,1,49.6901,0,94.83,476,419,75.7,Creating unique worlds one pixel at a time.,2
100319,Noble Requiem,CrystalDawn,27/04/2019,RPG,2,53.3376,413,76.63,449,511,100,Our mission: games that matter.,3
100320,Golden Tempest Reborn,RedKite,24/06/2019,Strategy,3,0,0,84.49,986,223,86.1,NA,1
100321,Mystic Tempest Reborn,Moonlight Games,05/08/2020,RPG,2,46.3328,600,81.26,451,342,89.4,Our mission: games that matter.,2
100322,Hidden Chronicles (16),RedKite,28/11/2022,Strategy,3,60.4506,1486,99.22,286,202,NA,Creating unique worlds one pixel at a time.,2
100323,Stellar Dynasty II,IronGate Studios,05/11/2022,Strategy,3,0,443,78.59,376,324,74.3,NA,3
100324,Radiant Abyss Redux,CrystalDawn,01/01/2018,Action,1,48.9753,695,56.97,1297,945,96.1,Passionate about narrative-driven experiences.,3
100325,Radiant Cipher II,IronGate Studios,27/01/2019,Strategy,3,42.0291,641,71.45,256,873,54.8,NA,1
100326,Rogue Crusade Redux,Neon Arc,27/07/2021,RPG,2,0,1178,61.09,786,327,40.5,Creating unique worlds one pixel at a time.,1
100327,Noble Wanderer,RedKite,08/07/2023,Simulation,4,56.7265,262,75.77,139,222,83.2,We make games that push boundaries.,2
100328,Wild Odyssey,IronGate Studios,20/10/2021,RPG,2,64.4708,734,74.85,1542,251,97.5,Passionate about narrative-driven experiences.,1
100329,Iron Solstice,PixelForge,14/12/2019,Strategy,3,47.5853,0,87.18,207,134,67.4,NA,1
100330,Frozen Chronicles Redux,IRONGATE STUDIOS,31/03/2018,RPG,2,63.6715,0,89.66,486,382,61.1,Building the future of interactive entertainment.,1
100331,Forsaken Eclipse Origins,Moonlight Games,20/10/2023,Strategy,3,40.8751,1077,59.01,1343,477,58.3,NA,1
100332,Fallen Paragon II,Moonlight Games,17/08/2020,Strategy,3,51.9561,470,75.17,215,383,72.4,Our mission: games that matter.,1
100333,Dark Remnants,SilverLeaf,04/08/2023,Puzzle,5,32.881,462,88.14,1393,148,NA,Our mission: games that matter.,2
100334,Grand Architect Reborn,PixelForge,02/05/2024,Action,1,32.5176,431,86.55,329,273,42.2,"Small team, big dreams. Making games since 2015.",2
100335,Silent Sanctum II,RedKite,17/03/2018,Simulation,4,54.603,248,77.78,959,206,60.8,Passionate about narrative-driven experiences.,2
100336,Shattered Legacy,Moonlight Games,12/12/2020,Action,1,41.9373,0,91.14,955,231,86.4,Our mission: games that matter.,1
100337,Swift Architect III,Neon Arc,13/11/2023,Action,1,0,0,81.02,323,518,83.7,NA,3
100338,Twisted Revenant,Neon Arc,29/05/2022,RPG,2,49.5499,275,66.37,1029,170,65.7,Creating unique worlds one pixel at a time.,2
100339,Lunar Solstice (17),CrystalDawn,22/02/2023,RPG,2,64.0966,201,88.58,154,213,44.2,Building the future of interactive entertainment.,2
100340,Swift Solstice II,Moonlight Games,22/07/2019,Puzzle,5,49.1445,240,82.93,1407,48,51,Building the future of interactive entertainment.,2
100341,Grand Horizon,SilverLeaf,17/06/2018,Strategy,3,66.7195,1261,94.17,654,437,NA,Veterans from AAA studios going indie.,2
100342,Dark Legacy Reborn,PixelForge,05/08/2023,Action,1,50.397,985,70.53,287,295,80.2,Veterans from AAA studios going indie.,2
100343,Lone Revenant Reborn,SilverLeaf,25/03/2021,Action,1,50.8471,0,64.67,452,695,58.2,Our mission: games that matter.,1
100344,Infinite Legacy Reborn,Moonlight Games,02/01/2022,Action,1,68.3549,326,88.47,855,280,56.8,We make games that push boundaries.,3
100345,Rising Odyssey,PixelForge,24/09/2018,Simulation,4,48.1096,1135,89.22,484,281,97.5,Award-winning indie studio based in Melbourne.,2
100346,Hollow Nexus,RedKite,04/05/2024,RPG,2,50.7075,745,86.96,228,240,64.9,We make games that push boundaries.,2
100347,Ethereal Horizon Reborn,Moonlight Games,11/08/2021,Simulation,4,41.8135,833,74.02,733,520,76.8,NA,3
100348,Hidden Ascension,PixelForge,03/08/2021,Action,1,58.1095,808,95.02,668,82,70.5,Passionate about narrative-driven experiences.,2
100349,Lone Crusade Origins,CrystalDawn,29/06/2018,Simulation,4,0,1031,79.66,1688,291,NA,Award-winning indie studio based in Melbourne.,2
100350,Phantom Realm Reborn,Neon Arc,31/10/2018,Action,1,53.038,869,76.83,413,280,80.6,NA,2
100351,Savage Siege (18),RedKite,22/08/2020,Action,1,55.6412,218,88.35,530,510,67.4,NA,3
100352,Storm Protocol Reborn,moonlight games,15/11/2023,RPG,2,0,0,71.49,402,555,NA,Veterans from AAA studios going indie.,2
100353,Mystic Frontier Origins,ThunderByte,02/11/2024,Action,1,45.6873,453,50.74,311,296,89.7,Veterans from AAA studios going indie.,2
100354,Lost Nexus,Moonlight Games,16/02/2022,Simulation,4,0,335,72.81,466,301,90.6,NA,1
100355,Ancient Zenith,IronGate Studios,22/08/2024,Simulation,4,44.4026,775,65.01,491,64,71.1,NA,3
100356,Ethereal Remnants Redux,Neon Arc,29/04/2020,Strategy,3,41.1386,314,84.03,1060,407,51.7,Creating unique worlds one pixel at a time.,1
100357,Lost Apex,Moonlight Games,23/06/2018,RPG,2,45.1235,548,77.14,667,174,NA,NA,1
100358,Shattered Apex Reborn,SilverLeaf,24/08/2019,Action,1,33.4056,0,87.23,503,259,97.1,Veterans from AAA studios going indie.,1
100359,Broken Nexus Reborn,PixelForge,12/07/2023,RPG,2,60.5518,240,84.75,476,127,52.9,NA,3
100360,Lone Remnants Redux,Neon Arc,17/04/2021,Action,1,51.7047,651,95.97,803,58,92.1,Building the future of interactive entertainment.,3
100361,Rising Abyss Origins,Neon Arc,09/08/2022,Puzzle,5,49.0532,1556,85.41,464,697,66,Passionate about narrative-driven experiences.,2
100362,Rising Apex II,Neon Arc,23/12/2023,Action,1,45.5102,727,56.75,200,124,72.4,Creating unique worlds one pixel at a time.,3
100363,Phantom Horizon,Neon Arc,14/08/2018,Strategy,3,24.7679,354,61.05,1184,79,68.1,"Small team, big dreams. Making games since 2015.",1
100364,Primal Zenith,Moonlight Games,04/05/2020,RPG,2,71.1949,0,92.96,1096,459,84.3,"Small team, big dreams. Making games since 2015.",2
100365,Ancient Labyrinth Reborn,Neon Arc,28/09/2021,RPG,2,52.7656,0,89.65,660,50,49.9,Our mission: games that matter.,3
100366,Burning Siege Reborn,CrystalDawn,13/08/2022,RPG,2,54.9997,569,63.73,467,439,41.3,Three friends who quit their jobs to make games.,1
100367,Swift Harbinger,ThunderByte,19/02/2022,RPG,2,61.7816,924,67.06,228,356,98.4,NA,1
100368,Crimson Oblivion Redux,IronGate Studios,12/09/2023,RPG,2,0,174,76.61,220,335,79.4,Veterans from AAA studios going indie.,1
100369,Rogue Fortress Redux,neon arc,01/07/2024,Puzzle,5,47.8817,698,95.36,658,565,66,NA,1
